phrase_name,tag_CK,count_CK,modified_tag,modified_count
系數,Nac,0,n,2
紀傳,VB11,0,v,2
約分,VB11,1,v,2
約同,VF2,0,v,2
約翰尼斯堡,Nca,4,ns,5
紅中,Naa,0,n,2
紅檜,Nab,6,n,6
紅河三角洲,Nca,1,ns,5
紅玉,Naa,0,n,2
紅雨,Naa,0,n,2
紅,VH11,0,i,2
紊淆,VH11,0,i,2
納吉,VA4,1,v,2
納寵,VA4,0,v,2
納釆,VA4,0,v,2
紐扣,Nab,1,n,2
紐釦,Nab,0,n,2
紖,b,0,zg,1
紙煙,"Naa, Nab","0, 0",n,4
素麵,Naa,0,n,2
紡織公司,Nab,0,n,4
索居,VA12,0,v,2
索閱,VC2,3,v,3
紫籐,Nab,0,n,2
紫薑,Nab,0,n,2
紫黯,VH11,0,i,2
紮下,VC33,1,v,2
累日,Dd,0,d,2
累月,Dd,4,d,4
細綾,Naa,0,n,2
紾,b,0,zg,1
組織家,Nab,0,n,3
組織起來,VB2,0,v,4
絅,b,0,zg,1
結婚紀念日,Nac,0,n,5
結秦晉之好,VA4,0,v,5
絓,b,0,zg,1
絕緣台,Nab,0,n,3
絢爛歸於平淡,VH11,0,i,6
給以,VC31,4,v,4
給假,VA4,0,v,2
給糧,Naeb,0,n,2
給足,VC31,0,v,2
絮絮不休,VH11,0,i,4
絰,b,0,zg,1
統計起來,VR,0,l,4
綁上,VC33,7,v,7
綑住,VC2,1,v,2
綑吊,VC2,0,v,2
綑好,VC2,0,v,2
綑紮,VC2,0,v,2
綑綁,VC2,8,v,8
綑緊,VC2,0,v,2
綑縛,VC2,0,v,2
綑起來,VB12,0,v,3
經國先生遺囑,Nac,0,n,6
經年,Dd,15,d,15
經建,Nac,13,n,13
經濟人,Nab,3,n,3
經濟化,VH16,1,v,3
經濟學者,Nab,0,n,4
經濟專科學校,Ncb,0,n,6
經濟建設委員會,Ncb,0,n,7
經濟計劃,Nac,0,n,4
經驗到,VK1,8,v,8
綜合所得稅,Naeb,1,n,5
綜合藝術,Nad,0,n,4
綜合醫院,Ncb,0,n,4
綜合雜誌,Nab,0,n,4
維也納盆地,Nca,0,ns,5
維幾尼亞州,Nca,0,ns,5
維琴尼亞州,Nca,0,ns,5
綰轂,VC1,0,v,2
綰髮,VA4,0,v,2
綰髻,VA4,0,v,2
綱紀廢弛,VH11,0,i,4
綵排,VA4,2,v,2
綿邈,VH11,0,i,2
緇黃,Naeb,0,n,2
緊張起來,VR,0,l,4
線上,Ncc,84,n,84
緧,b,0,zg,1
編製,"Nv1, VC31","0, 10",v,12
緹縈,Nba,2,nr,2
緻,b,0,zg,1
縑帛,Naa,0,n,2
縗,b,0,zg,1
縛上,VC33,0,v,2
縱慾無度,VH11,0,i,4
總匯,Nad,2,n,2
總平均,Nad,2,n,3
總機關,Nab,0,n,3
總辦,Nab,1,n,2
繁鉅,VH11,0,i,2
繇役,Nad,0,n,2
繫,VC33,48,v,48
繫於,VJ1,8,v,8
繼往聖之絕學,VA4,0,v,6
繼續不斷,VH11,20,i,20
繼續性,Nad,0,n,3
纆,b,0,zg,1
續弦,VA4,0,v,2
纍,b,0,zg,1
纑,b,0,zg,1
纔,Daa,0,d,1
纖維蛋白原,Naa,0,n,5
缽,Nab,7,n,7
缽盂,Nab,0,n,2
缽衣,Nab,0,n,2
罃,b,0,zg,1
罏,b,0,zg,1
网,b,0,zg,1
罕物,Nab,1,n,2
罩上,VC33,4,v,4
置閏,VA4,0,v,2
罰鍰,Naeb,21,n,21
罳,b,0,zg,1
罵走,VC2,0,v,2
罺,b,0,zg,1
羅帷,Nab,0,n,2
羅裙,Nab,0,n,2
羅馬不是一天造成,VH11,0,i,8
羅馬人,Nab,13,n,13
羇,b,0,zg,1
羊年,Ndaba,0,t,2
羊角虱,Nab,0,n,3
美人,Nab,40,n,40
美利堅共和國,Nca,0,ns,6
美國人,Nab,146,n,146
美才,Nad,0,n,2
美艷,VH11,4,i,4
美艷絕倫,VH11,0,i,4
羞怍,VH21,0,i,2
羡慕,VJ2,18,v,18
羢,b,0,zg,1
群芳爭艷,VH11,0,i,4
義塚,Ncb,0,n,2
義大利半島,Nca,0,ns,5
義大利王國,Nca,0,ns,5
羭,b,0,zg,1
羸憊,VH11,0,i,2
羼假,VA4,0,v,2
羼水,VA4,0,v,2
羼雜,VC33,1,v,2
羽檄,Nab,0,n,2
翁姑,Naeb,0,n,2
翠華,Nab,0,n,2
翦落,VC31,0,v,2
翫,b,0,zg,1
翳障,Nad,0,n,2
翻觔斗,VA4,2,v,3
老來,Dd,7,d,7
老兄弟,"Nab, Naeb","1, 0",n,6
老兒子,Nab,0,n,3
老到,VH11,7,i,7
老劉,Nba,15,nr,15
老去,VH11,13,i,13
老吾老以及人之老,VH11,0,i,8
老大徒傷悲,VH21,0,i,5
老娘,Nhac,8,n,8
老實說,Dk,47,l,47
老是,Dd,119,d,119
老板,Nab,82,n,82
老板娘,Nab,5,n,5
老狗,Nab,2,n,2
老現象,Nac,0,n,3
老米,Nab,0,n,2
老耄,VH11,0,i,2
老舊,VH11,69,i,69
老饕,Nab,7,n,7
考妣,Naea,3,n,3
考完,VC2,22,v,22
考慮到,VE2,122,v,122
考覈,VC2,0,v,2
耆碩,Nab,0,n,2
耐冬,Nab,0,n,2
耒耨,Naeb,0,n,2
耕者有其田,V_2,0,v,5
耕耨,Nad,0,n,2
耞,b,0,zg,1
聊齋誌異,Nba,0,nr,4
聒絮,VH11,0,i,2
聒聒,Dh,0,n,2
聖地牙哥城,Nca,0,ns,5
聖杯,Nab,2,n,2
聖母瑪利亞,Nba,0,nr,5
聖火台,Nab,0,n,3
聖約翰學院,Nca,0,ns,5
聞得,VE2,0,v,2
聞道,VA4,18,v,18
聯想到,VE2,48,v,48
聯立方程式,Nac,0,n,5
聯立方程組,Nac,0,n,5
聯系,VC2,5,v,5
聱,b,0,zg,1
職業介紹所,Ncb,0,n,5
職業學校,Ncb,0,n,4
職業教育,Nad,0,n,4
聽下去,VA4,2,v,3
聽便,VE2,0,v,2
聽做,VG1,0,v,2
聽出來,VE2,2,v,3
聽得,VE2,58,v,58
聽起來,Dbc,78,v,78
聾聵,VH11,0,i,2
肉包子打狗,VA4,0,v,5
肉粽,Nab,2,n,2
肉舖,Ncb,0,n,2
肖似,VJ1,3,v,3
股份有限公司,Ncb,0,n,6
股東會議,Nac,0,n,4
肴,b,0,zg,1
肴饌,Naa,1,n,2
背出來,VB12,0,v,3
背包,Nab,27,n,27
背帶,Nab,3,n,3
背負,VC2,42,v,42
背起來,VB12,0,v,3
胔,b,0,zg,1
胕,b,0,zg,1
胞子,Nab,0,n,2
胡同,Nab,4,n,4
胡桐,Nab,0,n,2
胡梯,Nab,0,n,2
胡虜,Nba,0,nr,2
胡髭,Naa,0,n,2
胸肋膜,Naa,0,n,3
能仁,VH11,0,i,2
能量不滅定律,Nac,0,n,6
脊梁,Nab,0,n,2
脊梁背,Nab,0,n,3
脊梁骨,Nab,0,n,3
脤,b,0,zg,1
脩脯,Nac,0,n,2
脫韁野馬,Nab,1,n,4
脯醢,Naeb,0,n,2
脰,b,0,zg,1
脺,Nab,0,n,1
脺臟,Nab,0,n,2
腆顏,VH11,0,i,2
腆默,VH11,0,i,2
腊,Naa,0,n,1
腌,b,0,zg,1
腑臟,Naea,0,n,2
腥污,Nad,0,n,2
腦後,Ncc,0,n,2
腫腫的,VH11,0,i,3
腰胯,Ncb,0,n,2
腰酸背疼,VH11,0,i,4
腰酸背痛,VH11,3,i,4
腳夫,Nab,0,n,2
腳踏兩條船,VH11,0,i,5
膃,b,0,zg,1
膠卷,Nab,2,n,2
膣,b,0,zg,1
膫,b,0,zg,1
膾脯,Naeb,0,n,2
臕,Naa,0,n,1
臝,b,0,zg,1
臟,b,0,zg,1
臣下,Nhac,5,n,5
臥舖,Nab,1,n,2
臥薪嘗膽,VA4,2,v,4
臨了,Dd,0,d,2
臨時抱佛腳,VH11,0,i,5
臨陣磨鎗,VA4,0,v,4
自來水龍頭,Nab,0,n,5
自剄,VA4,0,v,2
自多,VH21,0,i,2
自己人,Nab,24,n,24
自強運動,Nac,0,n,4
自慊,VH21,0,i,2
自戕,VA4,4,v,4
自掃門前雪,VA4,4,v,5
自歎不如,VH21,1,i,4
自歎弗如,VH21,0,i,4
自然水,Naa,0,n,3
自由地區,Ncb,0,n,4
自由市,Ncb,0,n,3
自由日,Ndabd,0,t,3
自製,"Nv1, VC31","0, 42",v,44
自高,VH11,0,i,2
至人,Nab,0,n,2
至公,VH11,0,i,2
至善,Nad,12,n,12
至大,VH11,4,i,4
至心,Nad,0,n,2
至急,VH11,0,i,2
至性,b,0,zg,2
至情,Nad,2,n,2
至意,Nad,0,n,2
至日,Ndabd,0,t,2
至當,VH11,0,i,2
至言,Nac,0,n,2
至論,Nad,0,n,2
至高,VH11,5,i,5
致理商業專科學校,Nca,0,ns,8
臺中師範學院,Nca,0,ns,6
臺北工業專科學校,Nca,0,ns,8
臺北市立師範學校,Nca,0,ns,8
臺北師範學院,Nca,0,ns,6
臺北護理專科學校,Nca,0,ns,8
臺北醫學院,Nca,0,ns,5
臺南師範學院,Nca,0,ns,6
臺東師範學院,Nca,0,ns,6
臺灣光復節,Ndabd,0,t,5
臺灣大學附屬醫學院,Nca,0,ns,9
臺灣工業技術學院,Nca,0,ns,8
臺灣師範大學,Nca,0,ns,6
臺灣教育學院,Nca,0,ns,6
臺灣汽車客運公司,Nca,0,ns,8
臺灣海洋學院,Nca,0,ns,6
臺灣療養院,Nca,0,ns,5
臺灣省政府,Nca,0,ns,5
臺灣省議會,Nca,0,ns,5
臺灣神學院,Nca,0,ns,5
臺灣糖業公司,Nca,0,ns,6
臺灣肥料公司,Nca,0,ns,6
臺灣航業公司,Nca,0,ns,6
臺灣藝術專科學校,Nca,0,ns,8
臺灣電力公司,Nca,0,ns,6
臺灣電視公司,Nca,0,ns,6
臺球,Nad,0,n,2
臺面,Ncc,0,n,2
臼砲,Nab,0,n,2
舂穀,VA4,0,v,2
舂米,VA4,2,v,2
與共,b,0,zg,2
與格,Nad,0,n,2
與聞,VC2,1,v,2
與賽,VA4,8,v,8
興歎,VA4,2,v,2
興緻,Nad,3,n,3
興緻勃勃,VH21,1,i,4
興高釆烈,VH21,0,i,4
舊好,Nab,0,n,2
舊市,Ncb,2,n,2
舊帳,Naeb,5,n,5
舊庄,Nca,2,ns,2
舊著,Nab,0,n,2
舌上,Ncc,0,n,2
舌劍唇槍,VH11,0,i,4
舌劍脣鎗,VH11,0,i,4
舍姪,Nhac,0,n,2
舍我其誰,VH11,1,i,4
舖下,VC31,1,v,2
舖位,Nab,0,n,2
舖平,VB12,0,v,2
舖張,VH11,1,i,2
舖成,VG1,1,v,2
舖排,VC2,0,v,2
舖蓋,"Nab, VC33","1, 2","n, v","2, 2"
舖設,"Nv1, VC33","0, 26",v,28
舝,b,0,zg,1
舞台,Nab,222,n,222
舞台劇,Nac,29,n,29
舠,Nab,0,n,1
舡魚,Nab,0,n,2
舢,b,0,zg,1
舢舨,Nab,3,n,3
航空暨太空總署,Nca,0,ns,7
舫舟,Nab,0,n,2
舫船,Nab,0,n,2
舫艇,Naeb,0,n,2
船到橋頭自然直,VH11,0,i,7
船夫,Nab,12,n,12
船艄,Ncb,0,n,2
艋舺,Nca,9,ns,9
艗,b,0,zg,1
艣,Nab,0,n,1
艦上,Ncc,0,n,2
艦砲,Nab,0,n,2
良禽擇木而棲,VH11,0,i,6
良窳,Nad,8,n,8
艱巨,VH11,9,i,9
色不迷人人自迷,VH11,0,i,7
艴,b,0,zg,1
艴然,VH11,0,i,2
艷,VH11,9,i,9
艷事,Nac,0,n,2
艷史,Nac,0,n,2
艷姿,Nad,0,n,2
艷歌,Nac,0,n,2
艷福,Nad,0,n,2
艷福不淺,VH11,0,i,4
艷稱,VJ2,0,v,2
艷羨,VJ2,0,v,2
艷舞,Nac,1,n,2
艷色,Nad,0,n,2
艷詩,Nac,0,n,2
艷陽,Nab,3,n,3
艷陽天,Ndabd,0,t,3
艷麗,"Nv4, VH11","0, 18","i, v","18, 2"
艾酒,Nad,0,n,2
芃,b,0,zg,1
芎林,Nca,16,ns,16
芐,b,0,zg,1
芬郁,VH11,0,i,2
花上,VC31,31,v,31
花信,Nad,0,n,2
花到,VC31,0,v,2
花去,VC31,2,v,2
花岡岩,Naa,1,n,3
花彫,Naa,0,n,2
花彫酒,Naa,0,n,3
花狗,Nab,1,n,2
花癡,Nab,0,n,2
花砲,Nab,0,n,2
花稍,VH11,2,i,2
花箋,Nab,0,n,2
花腔女高音,"Nab, Nad","0, 0",n,10
花蓮師範學院,Nca,0,ns,6
花藥,Naa,0,n,2
花銀,Nca,0,ns,2
花鎗,Nab,0,n,2
花顏,Nad,0,n,2
苒苒,VH11,0,i,2
苗嶺,Nca,0,ns,2
苗疆,Nca,0,ns,2
苙,b,0,zg,1
苦裏,"VH11, VH21","0, 0",i,4
英人,Nab,4,n,4
英偉,VH11,0,i,2
英吋,Nfg,6,q,6
英呎,Nfg,12,q,12
英挺,VH11,2,i,2
英雄難過美人關,VH11,0,i,7
苹,b,0,zg,1
茀,b,0,zg,1
范,Nbc,19,nr,19
茅蓬,Nab,0,n,2
茗具,Naeb,0,n,2
茢,b,0,zg,1
茧,b,0,zg,1
荄,b,0,zg,1
草檄,VA4,0,v,2
荊婦,Nab,0,n,2
荊蠻,Naea,0,n,2
荐任,Nad,0,n,2
荒塚,Nab,0,n,2
荳,b,0,zg,1
荳蔻,Nab,0,n,2
荳蔻年華,Nad,0,n,4
荷鎗實彈,VA4,0,v,4
荸,b,0,zg,1
荻筆,Nab,0,n,2
荻花,Nab,0,n,2
荼毗,VC2,0,v,2
莏,b,0,zg,1
莒光號,Nab,0,n,3
莒拳,Nad,0,n,2
莫耳,Nfg,5,q,5
莫說,VE2,3,v,3
菅茅,Naea,0,n,2
菎,b,0,zg,1
菕,Naa,0,n,1
菜根譚,Nba,0,nr,3
菜肴,Naa,8,n,8
菤,b,0,zg,1
華夏工業專科學校,Nca,0,ns,8
華岡藝術學校,Nca,0,ns,6
華年,Nad,0,n,2
華德,Nba,5,nr,5
華榮,Nba,0,nr,2
華殿,Nab,0,n,2
華氏寒暑表,Nac,0,n,5
華燭,Nab,0,n,2
華聲,Nba,1,nr,2
華齡,Nad,0,n,2
菰米,Naa,0,n,2
菲律賓海溝,Nca,0,ns,5
菲律賓群島,Nca,1,ns,5
菶,b,0,zg,1
菸酒公賣局,Nca,0,ns,5
萋萋,VH11,4,i,4
萬劫,b,0,zg,2
萬壽,b,0,zg,2
萬姓,A,0,n,2
萬惡淫為首,VH11,0,i,5
萬有,b,0,zg,2
萬有引力定律,Nac,0,n,6
萬無,b,0,zg,2
萬用,A,2,n,2
萬綠叢中一點紅,VH11,0,i,7
萬言,Naea,1,n,2
萬鈞,VH11,0,i,2
萭,b,0,zg,1
萹,b,0,zg,1
落在,VC1,69,v,69
落月,Nab,0,n,2
葉尖,Nab,1,n,2
葉樹,Nab,0,n,2
葒,b,0,zg,1
著作物,Nab,26,n,26
著衣,VA4,0,v,2
葠,b,0,zg,1
葯,Nab,0,n,1
蒙古地方,Nca,0,ns,4
蒙在鼓裡,VB11,3,v,4
蒙昧,VH11,4,i,4
蒙昧無知,VH11,1,i,4
蒙混,VF1,0,v,2
蒙蔽,VC2,12,v,12
蒙藏委員會,Nca,0,ns,5
蒙騙,VC2,2,v,2
蒡,b,0,zg,1
蒺,b,0,zg,1
蓆,Nab,4,n,4
蓆子,Nab,4,n,4
蓋上,"VC2, VC31","16, 0",v,18
蓋仙,Nab,1,n,2
蓋好,"VC2, VC31","19, 0",v,21
蓋平,VB12,0,v,2
蓋瑞,Nba,0,nr,2
蓋頂,b,0,zg,2
蓬髮,Naa,0,n,2
蓮台,Nab,0,n,2
蓷,b,0,zg,1
蓼莪,Nba,0,nr,2
蓼蓼,VH11,0,i,2
蔊,b,0,zg,1
蔞蒿,Nab,0,n,2
蔡邕,Nba,0,nr,2
蔣公,Nba,73,nr,73
蔤,Nab,0,n,1
蔧,b,0,zg,1
蕆,b,0,zg,1
蕊心,Nab,0,n,2
蕊柱,Nab,0,n,2
蕗,b,0,zg,1
蕘,b,0,zg,1
蕡,Nab,0,n,1
蕣,b,0,zg,1
蕩滌,VC2,0,v,2
蕩漾,VH11,3,i,3
蕩漾出,VC31,0,v,3
蕩舟,VA4,0,v,2
蕩船,VA4,1,v,2
蕩蕩悠悠,VH11,0,i,4
蕭何,Nba,3,nr,3
蕭薔,Nba,0,nr,2
蕸,b,0,zg,1
薀,b,0,zg,1
薄祚,Nad,0,n,2
薐,b,0,zg,1
薩了尼亞王國,Nca,0,ns,6
薩伊,Nca,2,ns,2
藏人,Nab,2,n,2
藏污納垢,VH11,2,i,4
藏起來,VB2,1,v,3
藏鋒,VH11,0,i,2
藐藐,VH11,1,i,2
藜科,Nad,0,n,2
藝術學院,Ncb,0,n,4
藝術專科學校,Ncb,0,n,6
藝術者,Nab,0,n,3
藟,b,0,zg,1
藥學專科學校,Ncb,0,n,6
藾,b,0,zg,1
蘆席,Nab,0,n,2
蘆溝橋事變,Nad,0,n,5
蘇維埃聯邦,Nca,0,ns,5
蘇醒劑,Naa,0,n,3
蘭房,Nab,0,n,2
蘭桂,Naeb,0,n,2
蘭芷,Naeb,1,n,2
蘭麝,Naa,0,n,2
蘸濕,VC2,0,v,2
蘹,b,0,zg,1
蘺,b,0,zg,1
虆,b,0,zg,1
虎父無犬子,VH11,0,i,5
虎落平陽被犬欺,VH11,0,i,7
虖,b,0,zg,1
虞姬,Nba,0,nr,2
虞犯,Nab,0,n,2
號外,Nab,2,n,2
號為,VG2,0,v,2
號燈,Nab,0,n,2
虫,Nab,2,n,2
虫兒,Nab,0,n,2
虫子,Nab,1,n,2
虫體,Nab,0,n,2
虱,b,0,zg,1
虱子,Nab,1,n,2
虱目魚,Nab,1,n,3
蚊蚋,Naeb,0,n,2
蚝,Nab,0,n,1
蚿,b,0,zg,1
蛇年,Ndaba,0,t,2
蛇無頭不行,VH11,0,i,5
蛋捲,Nab,1,n,2
蜑,b,0,zg,1
蜞,b,0,zg,1
蜡,b,0,zg,1
蜩螗,Nab,0,n,2
蝂,b,0,zg,1
蝍,Nab,0,n,1
蝎,Nab,0,n,1
蝓,b,0,zg,1
蝘,b,0,zg,1
蝜,b,0,zg,1
蝟毛,Nab,0,n,2
蝥,b,0,zg,1
蝨蠅,Nab,0,n,2
螃蜞,Nab,0,n,2
螣,b,0,zg,1
螬,b,0,zg,1
螮,b,0,zg,1
螻蟻尚且偷生,VH11,0,i,6
蟅,Nab,0,n,1
蟠據,VC1,0,v,2
蟠曲,VH11,0,i,2
蟠踞,VC1,0,v,2
蟥,b,0,zg,1
蟹螯,Nab,0,n,2
蟻塚,Nab,0,n,2
蠜,b,0,zg,1
蠟燭台,Nab,0,n,3
蠣奴,Nab,0,n,2
蠣粉,Naa,0,n,2
蠨,b,0,zg,1
蠶蔟,Nab,0,n,2
蠸,b,0,zg,1
蠻狄,Nab,0,n,2
血污,Nac,4,n,4
血統證明書,Nab,0,n,5
衊,b,0,zg,1
行不改姓坐不改名,VH11,0,i,8
行人穿越道,Nab,0,n,5
行人道,Nab,0,n,3
行兇,VA4,4,v,4
行善不欲人知,VH11,0,i,6
行好,VA4,0,v,2
行寬,Nad,0,n,2
行尸走肉,Naea,0,n,4
行憲紀念日,Ndabd,0,t,5
行政學,Nad,0,n,3
行政機關,Ncb,0,n,4
行政法規,Nac,0,n,4
行義童子軍,Nab,0,n,5
行遠必自邇,VH11,1,i,5
行都,Ncb,0,n,2
衚,b,0,zg,1
衛青,Nba,2,nr,2
衝剋,VC2,0,v,2
衝決,VC2,0,v,2
衝鋒鎗,Nab,0,n,3
衡宇,Nab,0,n,2
衣缽,Nad,5,n,5
衣缽傳人,Nab,0,n,4
表姪,Nab,0,n,2
表現出,VC31,97,v,97
表現出來,VB2,70,v,70
表示出,VE2,7,v,7
表示出來,VB12,2,v,4
表達出,VE2,14,v,14
衰年,Nad,0,n,2
衰疲,VH11,1,i,2
衹,b,0,zg,1
衿帶,Nab,0,n,2
衿袍,Nab,0,n,2
袁術,Nba,3,nr,3
袒裼裸裎,VH11,0,i,4
袖扣,Nab,0,n,2
被甲,Nab,0,n,2
被肩,Nab,0,n,2
被髮,VH11,0,i,2
被髮左衽,VH11,0,i,4
袺,b,0,zg,1
袽,b,0,zg,1
裂罅,Nab,0,n,2
裊裊,Dh,0,n,2
裌,b,0,zg,1
裒輯,VC31,0,v,2
裔冑,Naea,0,n,2
補注,VB11,1,v,2
補還,VD1,0,v,2
補靪,Nab,0,n,2
裝出來,VB12,3,v,3
裝起來,VB12,2,v,3
裡布,Naa,1,n,2
裡衣,Nab,1,n,2
裸裎,VH11,10,i,10
裹上,VC31,1,v,2
裹尸,VA4,0,v,2
製,"!A, VC31","0, 76","a, v","1, 76"
製作人,Nab,53,n,53
製造出,VC31,15,v,15
製造出來,VB2,16,v,16
製造成,VG1,0,v,3
褓姆,Nab,3,n,3
褓母,Nab,0,n,2
褕,b,0,zg,1
褧,b,0,zg,1
褼,b,0,zg,1
襁,b,0,zg,1
襖兒,Nab,0,n,2
襖褲,Nab,0,n,2
襚,b,0,zg,1
襭,b,0,zg,1
襮,b,0,zg,1
襶,b,0,zg,1
西伯利亞平原,Nab,0,n,6
西印度群島,Nca,0,ns,5
西印度聯邦,Nca,0,ns,5
西哲,Nab,0,n,2
西域人,Nab,0,n,3
西崑體,Nad,0,n,3
西方國家,Nac,0,n,4
西方極樂世界,Ncb,0,n,6
西曬,VH11,1,i,2
西書,Nab,0,n,2
西洋人,Nab,7,n,7
西王母娘娘,Nba,0,nr,5
西羅馬帝國,Nca,0,ns,5
西藏人,Nab,4,n,4
要不,Cbca,33,c,33
要事,Nad,3,n,3
要人,Nab,6,n,6
要口,Ncb,0,n,2
要地,Ncb,4,n,4
要好,VH11,26,i,26
要帳,VA4,0,v,2
要得,VH11,0,i,2
要政,Nac,0,n,2
要港,Ncb,0,n,2
要目,Nab,0,n,2
要街,Ncb,1,n,2
要角,Nab,19,n,19
要言,Nac,0,n,2
要路,Nac,0,n,2
要項,Nac,16,n,16
要飯的,Nab,1,n,3
覆巢之下無完卵,VH11,0,i,7
覆試,VA4,0,v,2
覈,b,0,zg,1
覈實,VH11,0,i,2
見告,VB11,0,v,2
見地,Nad,8,n,8
見客,VA4,4,v,4
見愛,VI3,0,v,2
見機,b,0,zg,2
見罪,VB11,0,v,2
見背,VH11,0,i,2
規定出來,VB2,0,v,4
視事,VA4,3,v,3
覘候,VC2,0,v,2
親兄弟明算帳,VA4,0,v,6
親娘,Nab,2,n,2
親愛的,Nhac,17,n,17
親賢人遠小人,VA4,0,v,6
覶,b,0,zg,1
覿面,b,0,zg,2
觀世音大士,Nba,0,nr,5
觀世音菩薩,Nba,0,nr,5
觀台,Ncb,0,n,2
觀察到,VE2,39,v,39
觀望台,Ncb,0,n,3
觀眾台,Ncb,0,n,3
觔斗,Nab,3,n,3
觔斗雲,Naa,0,n,3
觕,b,0,zg,1
觖,b,0,zg,1
解釋做,VG1,0,v,3
解雇,"Nv1, VB12","0, 12",v,14
觱,b,0,zg,1
觱沸,VH11,0,i,2
觿,b,0,zg,1
言下,Ncc,11,n,11
言外,b,0,zg,2
計劃圖,Nac,7,n,7
計畫,"Nac, VF1","1730, 167","n, v","1730, 167"
計算出,VE2,18,v,18
計算機中心,Nca,0,ns,5
討論到,VE2,14,v,14
訐直,VH11,0,i,2
訓練出來,VB12,11,v,11
訓練所,Ncb,5,n,5
訖了,VH11,0,i,2
訖點,Nac,0,n,2
託大,VH11,0,i,2
託疾,Dh,0,n,2
記者招待會,Nac,0,n,5
訛舛,Nac,0,n,2
訪人,"Nab, VA4","0, 0","n, v","2, 2"
設或,Cbba,0,c,2
設計家,Nab,9,n,9
許是,Dbaa,0,d,2
訶斥,VC2,0,v,2
訶詰,VC2,0,v,2
訶護,VC31,0,v,2
訶責,VC2,0,v,2
訶難,VC2,0,v,2
註,Nac,273,n,273
証,"!Nab, VE2","0, 0","n, v","1, 1"
証實,VE2,13,v,13
証明,"Nab, VE2","6, 35","n, v","6, 35"
訾病,VA4,0,v,2
詆毀,"Nv1, VC2","0, 5",v,7
詎料,Dk,14,l,14
詖,b,0,zg,1
詠嘆,VE2,1,v,2
詩才,Nad,0,n,2
詩讖,Nac,0,n,2
誌,b,0,zg,1
認了,VH21,6,i,6
認識到,VK1,30,v,30
語匯,Nad,1,n,2
誣蔑,VC2,1,v,2
誣詆,VC2,0,v,2
誤盡天下蒼生,VA4,0,v,6
說上,VC2,0,v,2
說不了,VC2,0,v,3
說不過,VC2,1,v,3
說出來,VB12,65,v,65
說到,VE2,135,v,135
說和,VC2,0,v,2
說成,VG1,20,v,20
說戲,VA4,1,v,2
說教術,Nad,0,n,3
說文,Nba,4,nr,4
說明力,Nad,0,n,3
說時慢那時快,VH11,0,i,6
說清楚,VC2,0,v,3
說溜了嘴,VB12,0,v,4
說理文,Nac,0,n,3
說笑,VA4,19,v,19
說經,Nab,0,n,2
說親,VA4,3,v,3
說起來,Dbc,61,v,61
說通,VC2,1,v,2
說開,VB12,0,v,2
說項,VA4,0,v,2
誰人,Nhb,20,r,20
誰言寸草心報得三春暉,VH11,0,i,10
課外活動組,Ncb,0,n,5
課征,"Nv1, VC31","0, 1",v,4
誶罵,VC2,0,v,2
調昇,VC2,0,v,2
調虎離山計,Nad,1,n,5
調頻台,Ncb,0,n,3
調頻電台,Ncb,0,n,4
談上,VC2,2,v,2
談玄,VA4,0,v,2
談說,VE2,0,v,2
諉卸,VC2,1,v,2
諉過,VA4,2,v,2
請不到,VC2,0,v,3
請講,VE2,2,v,2
諏訪,VC2,0,v,2
諏議,VC2,0,v,2
諠,b,0,zg,1
諠譁,VA4,0,v,2
諤諤,VH11,0,i,2
諮諏,VE11,0,v,2
諸夏,Naea,0,n,2
諸言,Nad,0,n,2
諾曼地登陸,Nba,0,nr,5
謀定而後動,VA4,0,v,5
謏,b,0,zg,1
謔稱,Nac,0,n,2
講出來,VB12,29,v,29
講台,Nab,22,n,22
講和,VB11,1,v,2
謝感,VJ2,0,v,2
謝神,VA4,0,v,2
謠言止於智者,VH11,0,i,6
謠言滿天飛,VH11,0,i,5
謷,b,0,zg,1
謹上,VA4,0,v,2
謼,b,0,zg,1
譆,b,0,zg,1
證券交易所,Ncb,0,n,5
證明出來,VE2,1,v,4
譎詭,VH11,0,i,2
譏剌,VC2,0,v,2
譏詆,VE2,0,v,2
譜出,VC31,4,v,4
警備司令部,Nab,0,n,5
警備總司令,Nab,0,n,5
警察廣播電臺,Nca,0,ns,6
譯注,VC2,0,v,2
護理助產職業學校,Ncb,0,n,8
護理專科學校,Ncb,0,n,6
護理職業學校,Ncb,0,n,6
譾陋,VH11,0,i,2
讀書不求甚解,VA4,0,v,6
讀萬卷書行萬里路,VA4,0,v,8
讆,b,0,zg,1
變化成,VG2,3,v,3
變更為,VG1,26,v,26
讌,b,0,zg,1
讎隙,Nac,0,n,2
讓出來,VC31,1,v,3
讓受人,Nab,0,n,3
讓國,VA4,0,v,2
讓與,VD1,2,v,2
讙,b,0,zg,1
讚,b,0,zg,1
讚佩不已,VI2,0,v,4
讚嘆,"Nv1, VE2","0, 28",v,30
讚嘆不已,VB11,0,v,4
讜言,Nac,0,n,2
讜論,Nac,0,n,2
讜辭,Nac,0,n,2
豆腐干,Nab,1,n,3
豈不,Dbb,50,d,50
豈只,Daa,5,d,5
豈是,Dbb,10,d,10
豐采,Nad,1,n,2
豪邁不羈,VH11,0,i,4
豬年,Nad,4,n,4
豬玀,Nab,0,n,2
豻,b,0,zg,1
貆,Nab,0,n,1
