phrase_name,tag_j,count_j
墣,zg,5
墤,zg,43
墥,zg,4
墧,zg,17
墨丘利,nr,5
墨刑,n,3
墨勒根,ns,4
墨卡託,nr,10
墨城,ns,23
墨子或,nr,4
墨子泣絲,n,3
墨子貴,nr,2
墨守成,nr,4
墨守成法,nr,3
墨守盛,nr,2
墨守陳規,nr,3
墨忒耳,nr,2
墨斗魚,n,4
墨旱蓮,nr,3
墨晶,nr,8
墨杜薩,nr,10
墨梅圖,nr,5
墨水兒,nr,3
墨水池,nr,3
墨水盒,n,3
墨水筆,n,3
墨水罐,n,3
墨水臺,ns,3
墨汁未乾,i,3
墨江,ns,6
墨江哈尼族自治縣,ns,3
墨池,ns,9
墨洛尼,nr,5
墨洛溫,nr,17
墨海書,nr,9
墨漬,n,4
墨爾本大學,nt,5
墨爾本市,ns,4
墨爾根,ns,19
墨爾茲,nr,2
墨爾鉢,nr,3
墨玉,nr,10
墨玉河,nr,2
墨玉縣,nr,3
墨玉銜,nr,2
墨畫,n,3
墨石,nr,3
墨硯,nr,2
墨突不黔,nr,3
墨竹工卡,ns,4
墨竹江卡,ns,3
墨筆畫,n,4
墨粉,n,3
墨累,nr,2
墨累河,ns,22
墨綠色,nr,63
墨線,n,26
墨緣匯,nr,2
墨脫,nrt,54
墨脫縣,ns,11
墨色,n,51
墨色清,nr,2
墨菊,nr,3
墨華亭,nr,2
墨薩,ns,2
墨裡勒,nr,2
墨西卡利,ns,6
墨西哥合眾國,ns,4
墨西哥城,ns,176
墨西哥州,ns,6
墨西哥政府,nt,7
墨西哥灣,ns,167
墨西哥隊,nt,4
墨西拿,nr,22
墨角藻,nr,3
墨跡未乾,i,13
墨跡測驗,n,3
墨輥,n,2
墨離,n,3
墨香齋,nr,3
墨鴨,n,3
墨黑黑,ns,3
墨點,n,3
墨龍睛,nr,2
墩墩實實,n,3
墩布,n,3
墩臺,n,284
墩距,n,3
墬,zg,4
墭,zg,19
墮入,v,128
墮海,v,3
墮溷飄茵,z,3
墮甑不顧,v,3
墮胎藥,vn,3
墮落腐化,v,3
墮落街,v,3
墮雲霧中,nz,3
墮馬,v,9
墰,zg,34
墳丘,n,59
墳冢,n,9
墳包,n,27
墳園,n,3
墳堆,n,33
墳場,n,42
墳塋,n,30
墳崗,n,2
墳頭,n,81
墵,zg,4
墶,zg,31
墷,zg,12
墸,zg,11
墹,zg,5
墻,zg,3
墼,x,16
墽,zg,37
墾利,vn,4
墾利縣,ns,7
墾殖地,n,3
墾殖場,n,7
墾殖指數,n,3
墾種,n,3
墾荒地,n,8
墾荒者,n,2
墾複,v,3
墿,zg,69
壀,zg,2
壁上,s,671
壁上觀,n,4
壁報比賽,n,3
壁孔,n,3
壁室,n,3
壁廂,n,47
壁式,n,9
壁掛,n,23
壁掛式,n,3
壁掛爐,n,3
壁板,n,13
壁柱,n,4
壁櫃,n,7
壁櫃門,n,3
壁毯,n,35
壁沿,s,3
壁泉,n,3
壁洞,n,3
壁爐架,n,3
壁爐臺,n,3
壁球,n,12
壁畫墓,n,3
壁立千仞,l,6
壁紙漆,n,3
壁紙酷,n,3
壁紙集,n,3
壁蝨,n,3
壁裡安柱,n,3
壁鐘,n,3
壁間蛇影,n,3
壁面,n,33
壁飾,n,3
壁龕,n,24
壂,zg,108
壃,zg,48
壄,zg,18
壅蔽,v,3
壆,zg,5
壇主,n,32
壇友,n,3
壇經,n,3
壇臺,n,3
壈,zg,16
壊,zg,145
壋,zg,778
壌,zg,7
壍,zg,11
壎篪相和,nz,3
壒,zg,142
壓下來,l,3
壓下量,n,3
壓不住,v,3
壓不碎,v,3
壓井液,n,3
壓井閥,n,3
壓仰,n,3
壓倒一切,i,3
壓倒優勢,n,3
壓倒元白,l,3
壓倒多數,l,3
壓倒群雄,l,3
壓價,n,39
壓光,n,2
壓光機,n,2
壓克力板,n,3
壓出來,v,3
壓出去,v,3
壓分,n,3
壓到,v,3
壓制住,v,3
壓制性,n,3
壓制版,n,3
壓制群眾,n,3
壓力儀表,n,3
壓力容器,l,3
壓力感,n,9
壓力梯度,n,3
壓力機,n,15
壓力殼,n,7
壓力躍變,nz,3
壓力錶,n,7
壓力鍋,n,2
壓力降,n,3
壓勻,v,3
壓卷,n,2
壓卷之作,l,5
壓回,v,3
壓回來,l,3
壓回去,l,3
壓圈,n,3
壓在心底,l,3
壓型,n,6
壓型板,n,3
壓型製品,n,3
壓場,n,3
壓場戲,n,3
壓塊,n,3
壓塌,v,10
壓塑,n,2
壓壓,n,3
壓壞,v,3
壓夠,v,3
壓好,v,3
壓完,v,3
壓實,n,32
壓實校正,n,3
壓寨,n,3
壓差,n,15
壓帶,n,3
壓底,n,3
壓庫,n,3
壓延,v,31
壓延性,n,3
壓延機,n,3
壓強,v,202
壓強計,l,3
壓彎,n,18
壓得,v,3
壓感,n,5
壓扭作用,l,3
壓抑感,n,13
壓抑著,l,3
壓擔子,n,3
壓擠,v,3
壓敏,v,7
壓敏粘合,n,3
壓敏膠,n,3
壓敏電阻,n,3
壓板,n,5
壓枝,n,3
壓根,n,142
壓案不查,l,3
壓條繁殖,l,3
壓榨機,nz,5
壓機,n,2
壓死,v,69
壓氣,n,3
壓氣機,n,22
壓水井,n,2
壓水堆,n,38
壓減,v,8
壓港,n,3
壓濾,v,3
壓濾機,n,3
壓焊,n,2
壓片,n,8
壓片機,n,3
壓痕,n,3
壓痕機,l,3
壓痕硬度,l,3
壓痛,n,103
壓直,d,3
壓碟,n,3
壓磚機,n,3
壓秤,n,3
壓簧,n,3
壓縮係數,n,3
壓縮功,n,3
壓縮包,n,3
壓縮卡,n,3
壓縮工具,n,3
壓縮成,v,3
壓縮文件,n,3
壓縮比,n,3
壓縮版,n,3
壓縮率,n,3
壓縮盤,n,3
壓縮空氣,n,35
壓縮算法,n,8
壓縮衝量,n,3
壓縮軟件,n,3
壓縮餅乾,n,11
壓群芳,n,3
壓而不服,l,3
壓肩疊背,l,3
壓肩迭背,l,3
壓腳,n,2
壓腿,n,4
壓臺,n,3
壓臺戲,n,4
壓舌板,n,3
壓船,n,3
壓艙,n,6
壓艙物,v,3
壓良為賤,l,3
壓花,n,3
壓花機,n,3
壓花玻璃,n,3
壓蓋,n,4
壓藤,n,3
壓裂,v,3
壓裂液,n,3
壓裂管柱,n,3
壓裂車,n,3
壓製版,n,3
壓覺適應,n,3
壓貨,n,6
壓賬,n,3
壓起,v,3
壓起來,l,3
壓路,n,3
壓軸好戲,l,3
壓軸子,n,3
壓載,v,16
壓近,v,3
壓迫感,n,13
壓迫者,n,30
壓進,v,3
壓進來,l,3
壓進去,v,3
壓過,v,3
壓邊,n,3
壓錠,n,26
壓鑄,v,4
壓鑄件,n,3
壓鑄廠,n,3
壓鑄模,n,3
壓鑄機,n,3
壓闌石,i,3
壓雪求油,n,3
壓電,n,102
壓電式,n,3
壓電效應,n,17
壓電體,n,3
壓面機,n,2
壓韻,n,3
壓頂,n,18
壓頭,n,4
壓題,n,29
壓馬路,n,3
壓齊,d,3
壕塹,n,25
壕塹戰,n,3
壕溝戰,n,3
壖,zg,2
壘上,v,3
壘上有人,n,3
壘上無人,n,3
壘土,n,3
壘壩,n,3
壘溝,n,3
壘牆,n,3
壘球員,n,3
壘球場,n,3
壘球棒,n,3
壘球隊,n,2
壘石,n,3
壘砌,v,21
壘磚,n,3
壘窩,n,3
壜,zg,3
壞人壞事,n,11
壞人心術,n,3
壞分子,n,74
壞名聲,n,3
壞塊,n,3
壞天氣,n,3
壞女孩,n,3
壞孩子,n,3
壞官,n,3
壞小子,n,3
壞小孩,n,3
壞帳,n,58
壞幀,n,3
壞得多,l,3
壞心腸,n,3
壞掉,v,3
壞書,n,3
壞植散群,n,3
壞死性,n,13
壞死病毒,n,3
壞毛病,n,3
壞水,n,14
壞法亂紀,n,3
壞消息,n,3
壞滅,v,3
壞男孩,n,3
壞相,n,3
壞種,n,3
壞紳,n,3
壞習慣,n,3
壞脾氣,n,3
壞血,n,3
壞裳為褲,nr,3
壞貓,n,3
壞賬,n,110
壞運,n,3
壞點,n,3
壟作,v,3
壟斷價格,l,3
壟斷利潤,l,3
壟斷市場,l,3
壟斷性,l,76
壟斷案,n,3
壟斷權,l,34
壟斷組織,l,3
壟斷者,n,12
壟斷行業,l,3
壟斷資本,l,107
壟斷資產,l,3
壟斷集團,n,3
壟溝,n,18
壟統,n,3
壟耕,v,3
壠,zg,61
壤中流,n,3
壤塘,n,3
壤塘縣,ns,2
壩上,s,64
壩區,n,21
壩址,n,45
壩基,n,18
壩堤,n,3
壩橋,n,8
壩段,n,11
壩王嶺,ns,9
壩田,n,3
壩頂,n,56
壩頭,n,66
壩體,n,59
士伍,n,3
士兵證,nr,3
士別三日,nz,5
士別多日,nrt,3
士力,n,2
士力架,n,3
士可殺不,l,3
士吏,n,3
士多啤梨,n,3
士女,n,14
士心,n,5
士林中,nr,21
士林國中,nr,3
士林國小,nr,3
士死知己,i,3
士氣受挫,l,3
士氣渙散,i,3
士為知己,nr,3
士眾,n,2
士紳,n,176
士義,n,5
士聞,n,2
士著,n,3
士長劍,nr,2
士飽馬騰,nz,2
士馬,n,9
壬亥,m,3
壬午,m,21
壬午年,m,2
壬午日,m,2
壬卯,m,3
壬基,ns,3
壬子,m,9
壬子年,m,257
壬子癸丑,m,3
壬寅,m,13
壬巳,m,3
壬戌,m,11
壬未,m,3
壬炔,n,3
壬烯,n,3
壬烷,n,3
壬申,m,15
壬辰,m,14
壬酉,m,3
壬酮,n,3
壬酸,n,3
壬醇,n,3
壬醛,n,3
壬醜,m,3
壯偉,a,5
壯勞力,l,7
壯士斷腕,n,7
壯士解腕,n,3
壯大力量,nz,3
壯大聲勢,i,3
壯大隊伍,n,3
壯夫,n,2
壯夫不為,i,3
壯威,nz,3
壯工,n,3
壯年時期,t,3
壯心,a,4
壯心不已,i,9
壯志凌霄,i,3
壯懷,v,3
壯懷激烈,i,12
壯戲,n,3
壯族,nz,994
壯歌,n,12
壯氣凌雲,i,3
壯氣吞牛,i,3
壯漢,t,133
壯男,n,3
壯發衝冠,nz,3
壯秧,v,3
壯苗,n,8
壯行,v,7
壯觀黴素,n,3
壯語,nz,151
壯豐安,nz,3
壯起來,l,3
壯鄉,n,3
壯錦,n,7
壯闊,a,198
壯陽,nz,27
壯陽品,n,3
壯陽藥,nz,3
壯骨,n,7
壷,zg,5
壹一,m,2
壹仟,m,3
壹份,m,3
壹倡三嘆,v,3
壹億元,m,2
壹元,m,3
壹分,m,3
壹套,m,3
壹年,m,3
壹敗塗地,z,3
壹百萬兩,m,2
壹萬,m,3
壹號,m,4
壹角,m,3
壹關縣,v,3
壺中天地,ns,3
壺中日月,ns,3
壺內,ns,3
壺口瀑布,ns,13
壺外,ns,3
壺天日月,n,3
壺底,ns,3
壺把,n,3
壺流河,ns,2
壺漿塞道,n,3
壺漿簞食,vn,3
壺狀,n,3
壺膽,n,3
壺菌,n,3
壺蓋,ns,16
壺裡,ns,3
壺裡乾坤,nz,3
壺關,ns,32
壺關縣,ns,7
壼漿簞食,vn,3
壽不壓職,i,3
壽元無量,n,3
壽光,nr,15
壽光市,n,3
壽光縣,nr,4
壽光雞,nr,3
壽南山,ns,12
壽司,n,10
壽司店,n,2
壽命短,n,3
壽命長,n,3
壽大典,ns,2
壽天德,nr,3
壽太郎,nr,42
壽安宮,nr,3
壽宴,n,22
壽寧,nr,12
壽寧宮,nr,61
壽寧縣,ns,3
壽山公園,ns,3
壽山石,nr,8
壽山福海,ns,3
壽州,ns,2
壽州窯,ns,2
壽帶鳥,n,2
壽序,n,2
壽康太,nr,4
壽康宮,nr,4
壽延千,nr,3
壽張縣,nr,2
壽怡紅,nr,3
壽恆昌,nr,2
壽慶,ns,3
壽斑,n,2
壽春城,nr,5
壽春府,nr,4
壽木,nr,16
壽材,n,11
壽椿殿,nr,4
壽永昌,nr,2
壽滿天年,nr,3
壽燭影,nr,2
壽王墳,n,3
壽皇殿,nr,26
壽穴,n,3
壽筵,n,7
壽節,n,2
壽經,n,4
壽縣,ns,76
壽者,n,2
壽聖節,nr,2
壽聖院,nr,3
壽聯,ns,2
壽與天,nr,5
壽興國,ns,128
壽藏,ns,4
壽螺,n,3
壽諸州,ns,2
壽豐,ns,3
壽輝傳,nr,2
壽酒,n,2
壽限,n,21
壽陵匍匐,v,3
壽陵君,nr,2
壽陵失步,n,3
壽陽,ns,12
壽陽縣,ns,4
壽險業,n,3
壽香騰,nr,2
壽高通,nr,2
夁,zg,2
夂,zg,53
夆,zg,19
夈,zg,127
変,zg,936
夊,zg,1170
夋,zg,828
夌,zg,542
夎,zg,601
夏丐尊,nr,7
夏中星,nr,23
夏之交,nr,4
夏之兵,nr,3
夏之西,nr,4
夏乾良,nr,4
夏二郡,nr,3
夏五郭公,nr,3
夏代,t,189
夏代冶,nr,3
夏代積,nr,4
夏令時,nr,12
夏令時間,n,3
夏任凡,nr,6
夏伯昆,nr,2
夏伯陽,nr,3
夏佐全,nr,256
夏佔利,nr,6
夏佔領,nr,2
夏侯,nr,126
夏侯君,nr,4
夏侯和,nr,3
夏侯威,nr,6
夏侯嬰,nr,4
夏侯尚,nr,2
夏侯尚引,nr,2
夏侯徳,ns,3
夏侯恩,nr,2
夏侯恵,ns,3
夏侯惇,ns,3
夏侯惠,nr,6
夏侯懋,nr,3
夏侯成,nr,2
夏侯敦,nr,4
夏侯楙,ns,3
夏侯氏,nr,4
夏侯淵,nr,81
夏侯淵引,nr,4
夏侯淵領,nr,2
夏侯玄,nr,13
夏侯藹,nr,75
夏侯藹入,nr,2
夏侯藹引,nr,8
夏侯藹部,nr,2
夏侯藹領,nr,5
夏侯蘭,nr,3
夏侯覇,ns,3
夏侯陽算,nr,2
夏侯雅伯,nr,11
夏侯霸,nr,31
夏侯霸引,nr,2
夏俊生,nr,3
夏候鳥,nr,7
夏允彝,nr,8
夏克強,nr,2
夏克達,nr,4
夏內爾,nr,8
夏公子,nr,2
夏冬,t,7
夏冰杏,nr,2
夏初,t,5
夏利,nr,20
夏利車,nr,3
夏加平,nr,6
夏加爾,nr,3
夏原吉,nr,15
夏口廳,nr,3
夏后氏,nr,7
夏向德,nr,5
夏君亭,nr,10
夏含夷,nr,3
夏命群,nr,6
夏和周,nr,2
夏商周,t,231
夏啟,t,4
夏啟死,nr,3
夏國主,nr,4
夏國之,nr,2
夏國公,nr,4
夏國初,nr,3
夏國存,nr,2
夏國崇,nr,2
夏國建國,nt,2
夏國相,nr,76
夏國行,nt,3
夏國譜,nr,2
夏國錢,nr,2
夏在漢,nr,3
夏培肅,nr,2
夏堅白,nr,3
夏增文,nr,13
夏增民,nr,2
夏士華,nr,4
夏多布,nr,2
夏夜,t,32
夏大俠,nr,2
夏大豆,nr,3
夏天無,nr,3
夏太康,nr,2
夏奇拉,nr,3
夏奈爾,nr,3
夏姆斯,nr,2
夏威夷大學,nt,6
夏威夷群,nr,3
夏婆子,nr,7
夏學鑾,nr,7
夏守忠,nr,4
夏宋,t,2
夏完淳,nr,8
夏宗佑,nrfg,3
夏宗學,nr,3
夏宗神,nr,3
夏家人,nr,2
夏家和,nr,3
夏家店,ns,3
夏小正,nr,14
夏川純,nr,3
夏州,ns,20
夏州城,ns,3
夏州定,nr,3
夏州東,nr,2
夏巴尼,nr,3
夏帕克,nr,5
夏常服,nr,35
夏建陸,nr,10
夏後啟,nr,2
夏德仁,nr,3
夏志清,nr,3
夏志誠,nr,2
夏忠靖,nr,3
夏惠宗,nr,2
夏承德,nr,13
夏承燾,nr,7
夏收,nr,34
夏收夏種,n,3
夏政權,nr,2
夏救民,nr,2
夏敬觀,nr,3
夏文化,nr,3
夏文彥,nr,3
夏文斌,nr,2
夏文汐,n,3
夏文說,nrfg,3
夏斯特,nr,2
夏方田,nr,5
夏族,nz,14
夏日可畏,nr,3
夏時制,nr,3
夏普公司,nt,20
夏景山,nr,2
夏景海,nr,3
夏景詩,nr,2
夏朗德,nr,2
夏末,t,25
夏末秋,t,14
夏枯草,n,8
夏桀之,nr,3
夏棋溪,nr,2
夏正思,nr,19
夏正方,nr,3
夏毛紅,nr,3
夏河,nr,2
夏河縣,ns,7
夏洛克,nr,12
夏洛泰,nr,5
夏洛滕,nr,10
夏洛特,nr,17
夏洛特阿馬利亞,ns,7
夏洛蒂,nr,11
夏洛號,nr,2
夏津,nr,3
夏津縣,ns,3
夏洪波,nr,4
夏洪青,nr,6
夏涼冬,nr,7
夏淑琴,nrfg,3
夏清,t,4
夏滿芒,nr,2
夏漲冬,nr,4
夏濟安,nr,5
夏為商,nr,2
夏無冬,nr,2
夏煊澤,nr,10
夏熟,nr,3
夏熟作物,n,3
夏熱冬,nr,5
夏熱握火,n,3
夏爾丹,nr,8
夏爾凡,nr,7
夏爾洛,nr,5
夏爾米,nr,3
夏爾馬,nr,6
夏特爾,nr,2
夏特萊,nr,4
夏玉米,nr,3
夏玉蓮,nr,349
夏王廷,nr,2
夏王相,nr,2
夏王納,nr,3
夏王陵,nr,4
夏珺,v,5
夏瓦納,nr,2
夏生榮,nr,2
夏皮爾,nr,4
夏皮羅,nr,3
夏盔,n,3
夏盡秋,nr,5
夏目漱石,nr,10
夏相公,nr,2
夏神宗,nr,2
夏禹建國,nr,3
夏禹治水,nr,3
夏秋,t,169
夏秋之,nr,7
夏秋停,nr,2
夏秋多,nr,6
夏秋季,t,58
夏秋常,nr,5
夏秋採,nr,2
夏秋繭,nr,3
夏秋航,nr,4
夏秋蠶,nr,3
夏秋谷,nr,2
夏秋間,t,5
夏種,t,2
夏筱青,nr,2
夏管,nr,3
夏糧,nr,43
夏綠蒂,nr,3
夏練三伏,nr,3
夏縣,ns,44
夏總兵,nr,15
夏老拳師,n,3
夏耘,nr,3
夏聚秋,nr,2
夏臘,ns,3
夏至線,nr,3
夏至草,nr,3
夏至點,nr,4
夏與貴,nr,2
夏茸尕布,vn,7
夏荒,ns,2
夏菊花,nr,2
夏蒙尼,nr,7
夏蟲朝菌,nr,3
夏蟲疑冰,nr,3
夏蟲語冰,nr,3
夏衍,nr,58
夏衣,nr,9
夏裝,n,17
夏西秦,nr,7
夏言之,nr,2
夏言兄,nr,2
夏言先生,nr,2
夏語冰,nr,2
夏谷雲,nr,2
夏豔華,nr,3
夏贊忠,nr,257
夏軍來,nr,2
夏軍攻,nr,3
夏迎陽,nr,2
夏迷彩,nr,4
夏逢春,nr,2
夏連特,nr,9
夏逸夫,nr,3
夏邑,nr,8
夏邑南,nr,2
夏邑縣,nr,3
夏都,ns,19
夏都城,nr,2
夏金桂,nr,4
夏銀綏,nr,4
夏鋤,nr,2
夏長冬,nr,4
夏門市,ns,3
夏阿姨,nr,2
夏雨佔,nr,2
夏雨冬,nr,4
夏雨去,nr,2
夏雨型,nr,2
夏雨夏,nr,4
夏雨娘,nr,2
夏雨幫,nr,2
夏雨扶,nr,2
夏雨拿,nr,3
夏雨田,nr,38
夏雨雨人,nr,3
夏雨雪,nr,3
夏雪宜,nr,7
夏韶聲,nr,3
夏風一,nr,3
夏風先,nr,3
夏風呀,nr,3
夏風哥,nr,2
夏風哩,nr,3
夏風夏,nr,12
夏風幫,nr,2
夏風才,nr,2
夏風能,nr,2
夏風見,nr,2
夏養陽,nr,3
夏首輔,nr,6
夏鬥寅,nr,261
夏鸞翔,nr,8
夏鼎商彝,nr,3
夐,zg,255
夔,zg,693
夔門,ns,16
夔龍,ns,6
夕姑,n,3
夕寐宵興,i,3
夕惕朝乾,i,3
夕惕若厲,i,3
夕日,n,4
夕暉,n,3
夕煙,n,2
夕照山,ns,4
夕陽古道,l,3
夕陽紅,l,17
外一首,n,3
外三元,nz,3
外三層,n,3
外丘,n,3
外事,n,711
外事口,n,3
外事司,n,3
外事委員會,nt,275
外事學院,nt,3
外事局,nt,6
外事活動,n,3
外事知識,n,3
外事組,n,4
外事辦,n,3
外事辦公室,nt,6
外事部,nt,3
外交事務,n,3
外交人員,n,3
外交代表,n,3
外交使團,nt,3
外交信使,n,3
外交大臣,n,120
外交學院,nt,28
外交慣例,n,3
外交政策,n,3
外交機構,n,3
外交活動,n,3
外交特權,n,30
外交謀略,n,3
外交豁免,vn,3
外交辭,n,3
外交辭令,n,14
外交途徑,n,3
外交通商部,nt,3
外交部亞洲司,nt,35
外交部新聞司,nt,378
外交部辦公廳,nt,33
外交部長,n,588
外交部門,n,51
外交部駐港特派員公署,nt,17
外交部駐澳門特別行政區特派員公署,nt,4
外交部駐香港特別行政區特派員公署,nt,4
外交部駐香港特派員公署,nt,16
外交郵袋,n,3
外交關係,n,3
外人田,nt,2
外人道,n,4
外代,n,6
外企,j,458
外來人,n,17
外來人口,n,21
外來人員,n,3
外來名,n,3
外來妹,n,3
外來工,n,10
外來干涉,i,3
外來戶,n,6
外來文化,n,3
外來者,n,19
外來詞,n,17
外來貨,n,3
外侵,v,3
外保溫,n,3
外借,v,7
外備,n,5
外傷學,n,3
外傷性,n,17
外傾,b,3
外八廟,n,8
外公切線,n,3
外六角,j,3
外凸,n,3
外出服,n,3
外出血,n,12
外出裝,n,3
外分泌,n,26
外分角線,n,3
外切,n,3
外切形,n,3
外刊,n,28
外剛內柔,ns,3
外力作用,n,3
外加劑,n,4
外務大臣,n,27
外勞,n,3
外勤人員,n,3
外包,n,3
外包裝,n,51
外化,n,12
外匯交易,n,3
外匯儲備,n,3
外匯兌換,n,3
外匯券,nt,9
外匯寶,nz,3
外匯收入,n,3
外匯新聞,n,3
外匯業務,n,3
外匯牌價,n,3
外匯率,n,6
外匯管制,n,3
外匯管理局,nt,5
外匯網,n,3
外匯行市,n,3
外匯資金,n,3
外匯逆差,n,3
外匯通,nt,3
外區,n,3
外協,j,3
外卡,n,8
外厲內荏,i,3
外反射,n,3
外合裡差,n,3
外合裡應,n,3
外向型,b,408
外向電流,n,3
外周,f,85
外周血,n,13
外售,vn,3
外商投資,j,3
外商獨資,n,3
外因,n,99
外因論,n,3
外圈,n,21
外國佬,nz,3
外國化,nt,3
外國名著,n,3
外國商人,n,3
外國專家,l,3
外國投資,j,3
外國文學,nt,3
外國法,n,9
外國海關,nt,3
外國籍,n,5
外國血統,n,3
外國評論,n,3
外國遊客,n,3
外圍地區,n,3
外圍設備,n,3
外圍賽,n,3
外圓內方,n,5
外在性,n,3
外在美,n,3
外地口音,n,3
外型加成,n,3
外城,n,3
外域,n,5
外場,n,45
外塗,n,3
外境,n,3
外委,n,3
外委會,nt,4
外婆橋,n,7
外嫁,n,8
外存,n,10
外存儲器,n,11
外孫子,n,12
外學,n,3
外客,n,6
外宣,j,22
外宿學生,n,3
外寄,v,3
外寄生物,n,3
外寬內忌,l,3
外寬內明,l,3
外寬內深,l,3
外專局,nt,2
外屋,n,13
外展神經,l,3
外層,n,280
外層機理,n,3
外層空間,n,3
外島地區,ns,3
外島部隊,nt,3
外巧內嫉,i,3
外差,n,24
外市,n,3
外帳,n,3
外幣單位,n,3
外幣流通,n,3
外庫,n,3
外廊,n,4
外廓,n,8
外廠,n,2
外延,n,155
外延公理,n,2
外延長度,n,3
外延隔離,l,3
外引內聯,nz,3
外弦,n,2
外張,n,3
外強,v,3
外形尺寸,n,3
外形高點,n,3
外徑,n,18
外愚內智,i,3
外感內傷,n,3
外慾,n,3
外手,n,3
外抗,v,3
外抗強敵,n,3
外排,n,17
外掛,n,132
外掛字幕,n,3
外掛式,n,3
外掛版,n,3
外掛網,nz,3
外接圓,n,3
外接圓心,n,3
外接式,n,3
外推法,n,4
外揚,v,10
外擴散,j,3
外攤,n,3
外教,n,29
外敵,n,108
外敷,v,56
外敷藥,n,5
外文係,n,24
外文出版社,nt,11
外文書,n,6
外文版,n,3
外文課,n,3
外方,f,117
外方內員,n,3
外族人,n,9
外星,n,26
外星人,n,103
外景圖,n,3
外景地,n,16
外景隊,n,3
外服,n,3
外村,n,31
外村人,n,6
外果皮,n,15
外架,n,3
外柔,ns,3
外柔內剛,n,3
外查,vn,3
外校,n,285
外校學生,n,3
外格,n,3
外植體,n,3
外業,n,3
外樓,n,3
外標,n,3
外標法,n,3
外檐裝修,l,3
外段,n,3
外殼命令,n,3
外殼腳本,n,3
外毒素,n,22
外氣,n,3
外水,n,9
外江,ns,14
外沙,n,4
外治法,n,18
外沿,s,3
外洩,v,61
外活,n,3
外派,n,19
外流河,ns,13
外海地區,ns,3
外海地帶,n,3
外源,n,29
外源性,n,22
外溢,v,19
外滲,nz,3
外漏,n,3
外激素,n,3
外灘,n,140
外為中用,l,3
外焦裡嫩,l,3
外焰,n,3
外父,n,3
外爾群,n,3
外牆,n,175
外牆塗料,n,3
外牆板,n,3
外牆漆,n,3
外牆磚,n,3
外牆面,n,2
外片,n,3
外片報導,n,3
外物,n,3
外班,n,3
外環,n,15
外環線,n,7
外環路,n,2
外生,n,3
外生性,n,2
外生殖器,n,3
外用,n,177
外用藥,n,3
外界人士,n,3
外界壓力,n,3
外界影響,n,3
外白渡橋,n,6
外省人,n,28
外省市,ns,3
外研社,nt,3
外碼,n,3
外祕,n,4
外祕級,n,3
外禍,n,3
外禦其侮,n,2
外科主任,n,3
外科手術,n,3
外科病人,n,3
外科病房,n,3
外移,v,16
外稃,n,9
外稿,n,3
外積,n,3
外穎,a,3
外空,n,16
外突,n,3
外立面,n,3
外端,n,3
外管局,nt,8
外篇,b,3
外簡內明,i,3
外籍人,n,10
外籍人士,n,3
外籍球員,n,3
外籍華人,n,3
外經,n,2
外經外貿,nt,4
外經委,nt,2
外經局,nt,3
外經緯,n,3
外經貿,n,290
外經貿委,nt,3
外經貿局,nt,3
外經貿廳,nt,3
外經貿部,nt,67
外經部,nt,3
外網,n,3
外線投籃,nt,3
外緣,n,83
外罩,n,42
外置,n,11
外置式,n,3
外置硬盤,n,3
外群體,n,3
外翻,v,3
外翼,n,20
外耳道,n,34
外耳門,n,3
外聘,v,3
外聘制,n,3
外聯,ns,12
外聯部,nt,5
外胎,n,12
外腎,n,3
外腦,n,6
外膜,n,3
外膝體,l,3
外臺祕要,n,3
外興安嶺,ns,3
外航,j,25
外艙,n,3
外菸,n,3
外藩,n,3
外螺紋,n,3
外行星,n,20
外行話,n,7
外表美麗,n,3
外補,b,3
外製,n,3
外褲,n,3
外親內疏,n,3
外觀設計,n,3
外角球,n,3
外訪,v,3
外設,vn,63
外診,n,3
外診醫生,n,3
外話,n,3
外語外貿,n,3
外語學校,nt,3
外語學院,nt,3
外語成績,n,3
外語教學,nt,3
外語教學與研究出版社,nt,7
外語會話,n,3
外語水平,n,3
外語片,n,22
外語系,n,50
外語翻譯,l,3
外語考試,n,3
外語課,n,9
外語部,n,3
外語類,n,3
外調,n,33
外調制,n,3
外貿代理,n,3
外貿企業,j,3
外貿信息,nt,3
外貿公司,nt,3
外貿出口,n,3
外貿大學,nt,3
外貿學院,nt,3
外貿局,nt,3
外貿服裝,l,3
外貿服飾,n,3
外貿生意,n,3
外貿知識,l,3
外貿網,nt,3
外貿英語,nz,3
外貿軟件,l,3
外貿逆差,n,3
外貿部,nt,3
外貿順差,l,3
外貿額,n,3
外貿體制,n,3
外資企業,n,3
外資來源,n,3
外資保險,n,3
外資股,n,49
外資銀行,nt,3
外資項目,n,3
外賓來訪,n,3
外賣,v,20
外賬,n,3
外購,v,26
外路,n,31
外路長度,n,3
外軍,n,107
外輪,n,75
外輪山,n,3
外轉式,n,3
外辦,n,40
外運,n,57
外運發展,nt,4
外運量,n,2
外遣,b,3
外遷,v,29
外邦,n,3
外邪,n,45
外部命令,n,3
外部性,n,5
外部環境,n,3
外部設備,n,3
外部邊界,n,3
外鄉口音,n,3
外配位層,n,3
外釉上皮,n,3
外野區,nt,3
外野安打,n,3
外鈔,n,3
外銷品,n,3
外銷員,n,3
外銷房,n,3
外銷貨,n,3
外銷量,n,5
外鋪,n,3
外錄,n,3
外錯角,n,3
外鍋,n,3
